"airport","year","flyway","fighter_wing_dummy","ws_intervention_date","ws_intervention_year","staff_years","number_of_mgmt_tasks","total_mgmt_work_hours","itinerant_air_carrier","itinerant_air_taxi","itinerant_general_aviation","itinerent_military","itinerant_total","local_civil","local_military","local_total","total_operations","civ_strike","civ_disruptive_strike","civ_damage_strike","civ_species_order_reported","civ_species_reported","civ_aos_hours","civ_reported_cost","civ_strike_aoa","civ_disruptive_strike_aoa","civ_damage_strike_aoa","civ_species_order_reported_aoa","civ_species_reported_aoa","civ_aos_hours_aoa","civ_reported_cost_aoa","mil_strike","mil_disruptive_strike","mil_damage_strike","mil_species_order_reported","mil_species_reported","mil_reported_cost","mil_strike_aoa","mil_disruptive_strike_aoa","mil_damage_strike_aoa","mil_species_order_reported_aoa","mil_species_reported_aoa","mil_reported_cost_aoa","all_perc_damage","all_perc_damage_aoa","civ_perc_damage","civ_perc_damage_aoa","mil_perc_damage","mil_perc_damage_aoa"
"PIA",2013,"Mississippi",0,Mar 2011,2011,1.168,140,1147.5,2663,14907,11525,2897,31992,4060,3244,7304,39296,23,2,0,16,15,3,0,13,0,0,11,11,0,0,12,8,4,12,12,249380.870902378,2,2,0,2,2,0,7.61147336114609,2.66635074166148,5.47595603086089,1.94816994204369,11.7045482441927,7.3345259391771
"PIA",2014,"Mississippi",0,Mar 2011,2011,0.831,154,1334.66666666667,2945,14681,11190,4012,32828,4140,2704,6844,39672,39,5,1,31,30,5,25.7449461061734,35,4,0,31,30,4,0,16,9,0,16,14,0,3,3,0,3,2,0,2.26351142363478,2.14396325464853,1.43045705279168,1.21925267168732,4.29408145256483,12.9322533891959
"PIA",2015,"Mississippi",0,Mar 2011,2011,0.88,162,1331.33333333333,2463,14398,11893,4473,33227,3033,3241,6274,39501,49,4,2,37,37,3,0,41,2,1,35,35,2,0,9,2,1,9,8,4937.04940585053,3,1,0,3,3,0,2.71904148819751,2.29120963841426,2.81954864064325,2.40260413232796,2.17183588043734,0.768818221593687
"PIA",2016,"Mississippi",0,Mar 2011,2011,1.134,193,1608,2365,13603,12363,4398,32729,3719,3192,6911,39640,39,5,5,34,34,12,0,31,0,0,28,28,0,0,7,3,0,7,7,0,1,1,0,1,1,0,5.16095273568943,1.91588057682076,5.95510088172289,1.95026191698023,0.736413064931593,0.850059031877214
"PIA",2017,"Mississippi",0,Mar 2011,2011,1.192,182,1472.75,3787,12698,11620,3986,32091,5976,3428,9404,41495,47,2,0,41,39,1,0,37,1,0,37,35,0,0,40,17,3,37,32,1909.40684947497,12,9,3,11,10,1909.40684947497,0,0,2.61957482892861,1.29963007816792,0,0
"PIA",2018,"Mississippi",0,Mar 2011,2011,1.046,180,1293.25,3946,11659,11128,3200,29933,4173,2730,6903,36836,42,2,2,34,33,12,0,34,0,0,31,30,0,0,33,11,8,29,26,110865.902012308,7,3,1,6,6,7232.49535894656,0,0,3.05406234349221,1.38881355457735,0,0
"PIA",2019,"Mississippi",0,Mar 2011,2011,1.19,201,1444.16666666667,5193,9753,12575,3427,30948,5828,2920,8748,39696,35,4,2,26,26,1.5,0,28,2,1,23,23,1,0,22,13,7,21,19,370385.909189999,3,3,0,3,3,0,0,1.83470520124194,2.0265797519168,1.86606982257494,0,1.54196873546725
"PIA",2020,"Mississippi",0,Mar 2011,2011,1.1745,209,1156,4397,5547,11595,3898,25437,6328,3823,10151,35588,40,1,0,34,33,0,0,37,1,0,33,32,0,0,13,6,0,13,13,0,2,2,0,2,2,0,1.86903653788803,1.94416192515473,2.00428444204703,1.99361862393075,1.45288914047572,1.0292129977984
"PIA",2021,"Mississippi",0,Mar 2011,2011,0.8144,140,680,6183,5070,15402,4686,31341,9160,4300,13460,44801,50,4,0,42,42,2,0,48,4,0,40,40,2,0,30,17,7,29,22,80031.5583202571,9,9,0,9,9,0,0,2.42868458098337,2.64500104641112,2.738455432849,0,0.776573371033368
"SLC",2005,"Pacific",0,May 2008,2008,0.3,3,11,168433,210858,68185,2739,450215,4985,14,4999,455214,94,8,8,67,59,56,0,60,0,0,52,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2168211657116,2.82204825106469,7.2168211657116,2.82204825106469,0,0
"SLC",2006,"Pacific",0,May 2008,2008,0.3,4,7.5,165035,186202,64136,1919,417292,2188,8,2196,419488,165,19,14,119,113,60,1623381.28631755,118,4,1,100,97,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7.74244579744983,4.55531278222452,7.74244579744983,4.55531278222452,0,0
"SLC",2007,"Pacific",0,May 2008,2008,0.3,0,0,166850,187527,65785,2075,422237,9,0,9,424747,99,20,13,63,56,136,559632.767311282,51,6,3,39,37,74,72990.0833595043,26,7,2,25,18,11085.1108136336,8,3,1,7,5,3944.37722707048,0,0,10.1177842871431,7.47896105702625,0,0
"SLC",2008,"Pacific",0,May 2008,2008,0.3,49,134.5,169218,161157,59176,2076,391627,458,0,458,395870,89,11,9,63,56,221,4713898.89550376,57,3,2,43,42,29,4529872.81249611,14,7,1,13,11,360962.915063752,6,4,0,6,6,0,0,4.47027026761778,9.56815487040385,4.42178615563731,0,4.93086933143222
"SLC",2009,"Pacific",0,May 2008,2008,1.2,126,560.666666666667,175142,136849,58167,2078,372236,444,0,444,372680,123,16,10,78,74,65,710635.460624277,74,4,3,56,54,6,497047.184689243,13,3,0,12,11,0,3,2,0,2,2,0,0,0,7.8833802113137,4.0324244749337,0,0
"SLC",2010,"Pacific",0,May 2008,2008,1.2,51,116.5,180928,122506,57887,2023,363344,2235,0,2235,365579,148,18,13,116,113,326,2592782.0517084,93,2,1,79,77,1,419.180234366464,1,0,0,1,1,0,1,0,0,1,1,0,6.46196630133784,2.78171505710918,6.4907236253135,2.78790680661636,2.20588235294118,2.20588235294118
"SLC",2011,"Pacific",0,May 2008,2008,1.2,110,506,176447,108090,57726,4791,347054,11900,10,11910,358964,123,16,11,102,97,344,661256.312211907,85,6,3,81,78,85,19508.1639634086,1,0,0,0,0,0,0,0,0,0,0,0,0,5.19984904073279,7.98696898002637,5.19984904073279,0,0
"SLC",2012,"Pacific",0,May 2008,2008,1.2,125,705,175228,91571,56395,2193,325387,3568,11,3579,328966,207,18,11,195,185,228,1480378.80921482,151,0,0,147,142,0,0,1,1,0,1,1,0,1,1,0,1,1,0,5.55376053315551,1.74804295476941,5.57864780253355,1.75695651227184,0.402095771902035,0.402095771902035
"SLC",2013,"Pacific",0,May 2008,2008,1.2,145,622.5,176036,89359,60110,2011,327516,2864,16,2880,330396,168,17,10,151,145,1049,817302.730551276,114,3,2,111,111,2,392.41267477243,5,0,0,5,5,0,1,0,0,1,1,0,6.18322139102987,2.78225574521235,6.26994510226698,2.74240850820253,3.26930469346285,7.32484076433121
"SLC",2014,"Pacific",0,May 2008,2008,1.2,174,1191,180475,85199,54050,2225,321949,3492,38,3530,325479,266,13,13,226,219,314,1080884.82805272,220,3,3,199,197,42,128149.330985394,14,1,0,14,10,0,0,0,0,0,0,0,4.51883272755052,2.9329156453544,4.29760251851518,2.9329156453544,8.72220669922191,0
"SLC",2015,"Pacific",0,May 2008,2008,1.2,149,810,185016,75401,42565,5969,308951,2776,40,2816,311767,218,15,12,192,181,38,1944080.20133905,157,1,1,147,146,0,0,20,2,1,20,19,875.554855568805,19,2,1,19,18,875.554855568805,5.11226250870107,3.29106097747588,5.32596759378711,3.34966064366649,2.6602778482402,2.77994166681332
"SLC",2016,"Pacific",0,May 2008,2008,1.2,93,2070,198575,72937,39335,7204,318051,2202,6,2208,320259,178,16,11,148,132,72,111742.525233289,115,2,0,104,99,0,0,2,0,0,2,1,0,2,0,0,2,1,0,6.03350256252632,3.37922681349589,6.0840339319893,3.41127926798587,1.53621068032187,1.53621068032187
"SLC",2017,"Pacific",0,May 2008,2008,1.2,103,2440,210768,67436,39070,7227,324501,2777,14,2791,327292,141,18,14,115,103,69,311559.009559838,67,1,1,64,61,24,8701.72392338853,14,2,2,14,14,18845.4478112243,2,2,2,2,2,18845.4478112243,7.95516814782799,5.63817084035706,8.12467477651105,4.71437397428836,6.24799424466292,36.5853658536585
"SLC",2018,"Pacific",0,May 2008,2008,1.2,112,2688,224505,59480,42000,6419,332404,4987,13,5000,337404,236,16,15,197,189,2728.5,470840.301891152,168,2,1,147,143,2,29124.1423850197,1,1,0,1,1,0,1,1,0,1,1,0,5.81405475465523,3.02377104747468,5.83654511753969,3.03875582088867,0.506329113924051,0.506329113924051
"SLC",2019,"Pacific",0,May 2008,2008,1.2,182,4284,231238,57191,47711,4064,340204,4557,4,4561,344765,195,22,14,153,149,212,1207869.53102028,104,4,0,97,95,42,0,0,0,0,0,0,0,0,0,0,0,0,0,7.52608219708534,3.713663433109,7.52608219708534,3.713663433109,0,0
"SLC",2020,"Pacific",0,May 2008,2008,1.0808,148,3306,174782,47817,46918,2883,272400,4268,148,4416,276816,141,12,8,119,111,33.25,2354.33688277086,108,4,2,99,96,8.25,0,3,2,2,3,2,236803.912342858,1,1,1,1,1,208396.483515345,5.96075527392238,3.65745215344528,5.91209272850256,3.6859514928022,8.24789490865404,0.579523502897617
"SLC",2021,"Pacific",0,May 2008,2008,1,100,3000,229211,58946,50546,2934,341637,864,4,868,342505,160,16,13,137,126,1454.3,6424479.64868429,99,1,1,96,92,0,0,3,0,0,3,3,0,2,0,0,2,2,0,9.00737269158187,4.72487677180156,9.14576969120496,4.7795741179136,1.62619937835038,2.01735813925552
"STJ",2005,"Mississippi",0,Nov 2007,2007,0,0,0,14,458,14043,4804,19319,7194,4043,11237,30556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STJ",2006,"Mississippi",0,Nov 2007,2007,0,0,0,19,540,15127,5455,21141,8760,4813,13573,34714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STJ",2007,"Mississippi",0,Nov 2007,2007,0.004,0,0,13,562,13303,4789,18667,6799,6548,13347,32014,1,1,0,0,0,0,0,1,1,0,0,0,0,0,16,13,2,14,13,177.820284826948,5,3,0,4,4,0,0,0,11.7756512493355,11.7756512493355,0,0
"STJ",2008,"Mississippi",0,Nov 2007,2007,0.015,9,25,17,458,12247,5367,18089,7467,6913,14380,32469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,3,12,10,302374.672575131,4,3,0,4,3,0,0,3.95273038449239,0,0,0,3.95273038449239
"STJ",2009,"Mississippi",0,Nov 2007,2007,1,549,2157.33333333333,8,495,13639,7170,21312,8250,5543,13793,35105,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,4,0,6,6,0,6,3,0,3,3,0,0,0,2.71465475721354,2.71465475721354,0,0
"STJ",2010,"Mississippi",0,Nov 2007,2007,1,372,1437.25,54,469,12549,6031,19103,7826,7300,15126,34229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,3,7,7,200569.358539665,8,3,2,3,3,132477.721269177,0,0,0,0,0,0
"STJ",2011,"Mississippi",0,Nov 2007,2007,1,309,1319,54,317,12179,4825,17375,6491,3699,10190,27565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,3,3,22193.2459755945,2,1,0,1,1,0,0,0,0,0,0,0
"STJ",2012,"Mississippi",0,Nov 2007,2007,1,374,1494,19,381,11135,6847,18382,4722,4654,9376,27758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,6,6,5032394.73370568,7,3,3,3,3,4843988.19413163,0,0,0,0,0,0
"STJ",2013,"Mississippi",0,Nov 2007,2007,1,374,1281,8,214,9002,3179,12403,5180,4642,9822,22225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,3,11,9,395599.065691582,5,4,0,4,4,0,0,0,0,0,0,0
"STJ",2014,"Mississippi",0,Nov 2007,2007,1,147,906,9,211,8442,3257,11919,3807,3957,7764,19683,2,0,0,2,2,0,0,2,0,0,2,2,0,0,18,5,1,6,6,145945.524981287,9,3,0,3,3,0,0,0,0.402095771902035,0.402095771902035,0,0
"STJ",2015,"Mississippi",0,Nov 2007,2007,1,174,993,4,230,8913,3331,12478,4139,3514,7653,20131,12,0,0,12,9,0,0,12,0,0,12,9,0,0,12,1,0,1,1,0,9,1,0,1,1,0,0,0,1.55132252009328,1.55132252009328,0,0
"STJ",2016,"Mississippi",0,Nov 2007,2007,1,185,1355.5,20,273,9023,4131,13447,3639,5685,9324,22771,8,0,0,8,8,0,0,8,0,0,8,8,0,0,29,3,0,17,14,0,13,1,0,9,9,0,0,0,1.95454269632138,1.95454269632138,0,0
"STJ",2017,"Mississippi",0,Nov 2007,2007,1,233,1730,10,279,8111,3491,11891,4667,4820,9487,21378,11,1,0,9,9,0,0,9,1,0,8,8,0,0,24,8,4,21,20,369669.121920227,18,3,0,16,15,0,0,0,2.81933049230544,2.09276537712471,0,0
"STJ",2018,"Mississippi",0,Nov 2007,2007,1,229,1766,14,379,8424,2716,11533,5055,3135,8190,19723,5,0,0,5,3,0,0,5,0,0,5,3,0,0,8,8,1,8,7,29068.3211121151,7,7,0,7,7,0,4.59959838399328,2.31042557173042,0.584432194164582,0.584432194164582,7.10907725263621,3.54327798427745
"STJ",2019,"Mississippi",0,Nov 2007,2007,1,224,1781,10,332,8418,2546,11306,5943,4403,10346,21652,7,0,0,6,6,0,0,7,0,0,6,6,0,0,4,2,2,3,2,42371.9773315285,2,0,0,1,0,0,0,0,0.99496346721029,0.99496346721029,0,0
"STJ",2020,"Mississippi",0,Nov 2007,2007,1,231,1885,0,303,5904,2120,8327,4858,3352,8210,16537,5,2,0,4,4,3,0,4,1,0,4,4,0,0,7,3,1,5,3,7861.13085157189,4,1,0,3,2,0,0,0,5.28853026930904,5.93199914733292,0,0
"STJ",2021,"Mississippi",0,Nov 2007,2007,1.0803,135,1084,3,384,7807,2955,11149,5876,4432,10308,21457,4,0,0,2,2,0,0,4,0,0,2,2,0,0,7,0,0,2,2,0,1,0,0,0,0,0,0,0,1.68392060303446,1.68392060303446,0,0
"SUX",2005,"Mississippi",0,May 2013,2013,0.1,10,16,48,5465,15744,4006,25263,4922,1842,6764,32027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUX",2006,"Mississippi",0,May 2013,2013,0.6,3,16,47,4117,14733,4190,23087,2796,1563,4359,27446,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402095771902035,0.402095771902035,0.402095771902035,0.402095771902035,0,0
"SUX",2007,"Mississippi",0,May 2013,2013,0.2,0,0,333,3721,13553,2497,20104,3094,1003,4097,24201,1,0,0,1,0,0,0,1,0,0,1,0,0,0,12,7,1,12,11,52.905208708844,5,3,1,5,4,52.905208708844,1.34688224859821,1.07348486046196,1.46353772394651,1.46353772394651,1.33716095898585,0.995474287765051
"SUX",2008,"Mississippi",0,May 2013,2013,1,12,31,696,3894,13604,2821,21015,3254,1137,4391,25406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,15,8,0,9,5,0,8,3,0,0,0,0,0,0,0
"SUX",2009,"Mississippi",0,May 2013,2013,1,30,74.5,57,3507,12380,2769,18713,2739,1030,3769,22482,3,2,2,1,0,0,0,0,0,0,0,0,0,0,32,3,0,28,21,0,17,3,0,15,12,0,0,0,22.9104591450401,0,0,0
"SUX",2010,"Mississippi",0,May 2013,2013,1,22,55,40,2833,9914,2669,15456,2381,1007,3388,18844,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16,5,2,15,15,3884.40350512923,5,2,0,5,5,0,0,2.43227355393413,4.97001727817868,4.97001727817868,0,1.92472480908522
"SUX",2011,"Mississippi",0,May 2013,2013,0.5,11,35,34,2787,10210,2503,15534,1536,382,1918,17452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,10,9,0,5,0,0,5,5,0,1.0082036694458,0.646587163586391,0,0,1.0082036694458,0.646587163586391
"SUX",2012,"Mississippi",0,May 2013,2013,0.5,25,56.5,35,2398,9627,2533,14593,1628,620,2248,16841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,1,0,0,1,1,0,1.02496508395159,0.506329113924051,0,0,1.02496508395159,0.506329113924051
"SUX",2013,"Mississippi",0,May 2013,2013,0.5,281,380.5,12,2516,8841,2460,13829,2812,852,3664,17493,3,2,1,1,0,1,1700.45492401386,2,1,0,0,0,1,1700.45492401386,2,1,1,2,2,5022.8822370871,0,0,0,0,0,0,16.1524241610839,2.71465475721354,19.8901269809995,2.71465475721354,10.5458699312104,0
"SUX",2014,"Mississippi",0,May 2013,2013,1.5,277,874.5,82,2857,8953,2236,14128,3479,625,4104,18232,7,1,0,6,5,0,0,7,1,0,6,5,0,0,7,3,0,7,7,0,6,3,0,6,6,0,1.68232353924904,1.66178203024822,1.26048546834103,1.26048546834103,2.10416161015704,2.12996135247327
"SUX",2015,"Mississippi",0,May 2013,2013,1,233,956.5,65,2580,8840,2388,13873,2305,885,3190,17063,2,0,0,1,0,0,0,2,0,0,1,0,0,0,9,0,0,9,7,0,2,0,0,2,1,0,2.80426091427461,5.73303811158438,10.9678801424259,10.9678801424259,0.990123308018774,0.498196080742886
"SUX",2016,"Mississippi",0,May 2013,2013,1,151,1144,52,3133,8297,2085,13567,1561,698,2259,15826,8,1,0,6,4,1,0,6,1,0,5,4,1,0,13,2,0,13,11,0,7,2,0,7,5,0,1.94223494270113,2.17580350535918,1.47162236979402,0.997650473415808,2.23184267987474,3.18564896131065
"SUX",2017,"Mississippi",0,May 2013,2013,1,229,1591,92,3129,8928,2201,14350,2398,1092,3490,17840,12,1,1,12,12,336,3729.3102528808,10,0,0,10,10,0,0,10,2,1,10,7,308999.459622944,3,2,1,3,3,308999.459622944,4.49686993520756,2.39836038382069,5.12151350714325,1.0882035325966,3.74729764888472,6.76554988790101
"SUX",2018,"Mississippi",0,May 2013,2013,1,218,587.75,157,3270,9147,2320,14894,2314,1103,3417,18311,14,1,1,9,9,0,0,10,0,0,8,8,0,0,10,1,0,10,10,0,3,1,0,3,3,0,4.37238104823907,2.8585013604867,6.1252204836144,2.29599704199366,1.91840583871361,4.73351575546353
"SUX",2019,"Mississippi",0,May 2013,2013,1,229,653.25,71,3725,8777,1942,14515,3215,854,4069,18584,7,0,0,6,5,0,0,7,0,0,6,5,0,0,5,2,0,5,4,0,5,2,0,5,4,0,2.8653315999622,2.8653315999622,0.962093560051677,0.962093560051677,5.52986485583693,5.52986485583693
"SUX",2020,"Mississippi",0,May 2013,2013,1,166,1228,78,1875,5822,2886,10661,2532,1832,4364,15025,8,0,0,8,8,0,0,8,0,0,8,8,0,0,14,1,0,14,12,0,10,1,0,10,8,0,3.64203948495604,3.9211111316762,2.93666272868111,2.93666272868111,4.04511191711315,4.70866985407227
"SUX",2021,"Mississippi",0,May 2013,2013,1.024,138,860,89,2864,8002,2811,13766,2308,1785,4093,17859,42,1,0,38,38,0,0,42,1,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21035705837618,1.21035705837618,1.21035705837618,1.21035705837618,0,0
"SWF",2005,"Atlantic",0,Mar 2011,2011,0.038,0,0,3213,17762,39429,4510,64914,35545,3501,39046,103960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWF",2006,"Atlantic",0,Mar 2011,2011,0.04,0,0,2848,14379,31467,4220,52914,26830,3358,30188,83102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWF",2007,"Atlantic",0,Mar 2011,2011,0,0,0,8943,14848,32022,4718,60531,24802,2250,27052,87583,6,2,2,2,2,16,0,3,1,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.11209059224005,16.9583865622384,7.11209059224005,0,0
"SWF",2008,"Atlantic",0,Mar 2011,2011,0.052,31,196.5,7467,11972,27226,4171,50836,21143,1954,23097,73933,10,2,2,6,6,0,0,7,2,2,5,5,0,0,5,4,0,5,3,0,5,4,0,5,3,0,7.7838158456664,9.2070038595024,10.8749677703983,14.6394980475737,1.60151199620256,1.60151199620256
"SWF",2009,"Atlantic",0,Mar 2011,2011,0.279,22,123.333333333333,2839,9958,18772,3525,35094,8769,1006,9775,44869,3,0,0,3,3,0,0,3,0,0,3,3,0,0,6,3,3,6,5,421098.374868726,0,0,0,0,0,0,2.9873672673646,3.36966291455466,3.36966291455466,3.36966291455466,2.79621944376957,0
"SWF",2010,"Atlantic",0,Mar 2011,2011,0.25,81,363.333333333333,3138,9302,20221,3131,35792,9804,935,10739,46531,7,3,1,3,3,24,0,5,3,1,3,3,24,0,8,2,2,8,7,18259.4910090032,1,0,0,1,1,0,8.41211784676007,10.2812572487235,9.85287425083306,12.2570895440878,7.15145599319621,0.402095771902035
"SWF",2011,"Atlantic",0,Mar 2011,2011,0.58,335,1067.33333333333,4227,8988,19741,2718,35674,9528,967,10495,46169,14,4,1,11,9,0,0,10,2,0,9,8,0,0,8,1,1,7,6,5618586.94510958,2,1,1,1,1,5618586.94510958,0,0,6.04824391284321,6.48169930926327,0,0
"SWF",2012,"Atlantic",0,Mar 2011,2011,0.58,370,1216.2,3999,8806,19721,4030,36556,8632,1892,10524,47080,13,2,0,13,13,3,0,12,1,0,12,12,3,0,20,4,0,20,16,0,7,4,0,7,4,0,2.88759238353628,2.92382570774641,1.6253957873327,1.72733745528525,3.70802017106861,4.97494842625125
"SWF",2013,"Atlantic",0,Mar 2011,2011,1.5,314,669.566666666667,3342,7866,19644,3707,34559,10376,2031,12407,46966,10,0,0,8,8,0,0,9,0,0,8,8,0,0,8,1,1,8,7,7950.28079088943,0,0,0,0,0,0,5.23419379554809,7.30462817631355,7.07116708650006,7.30462817631355,2.93797718185813,0
"SWF",2014,"Atlantic",0,Mar 2011,2011,1.75,286,455.166666666667,3287,7901,17617,3676,32481,5436,1542,6978,39459,15,2,0,12,12,1,0,9,1,0,8,8,1,0,14,7,5,14,7,105719.046690391,2,2,1,2,1,32515.8669320971,6.58350029450748,3.67750947920372,2.03535122041874,1.52607989173941,11.4565171596026,13.3589426227931
"SWF",2015,"Atlantic",0,Mar 2011,2011,1,345,562.583333333333,3332,8154,18460,4227,34173,6596,2312,8908,43081,6,0,0,4,4,0,0,3,0,0,3,3,0,0,10,5,2,9,7,47189.9639042547,4,1,1,3,3,27904.614662651,0,0,2.47394988981041,0.632733433876922,0,0
"SWF",2016,"Atlantic",0,Mar 2011,2011,1,673,1220.26666666667,3380,7949,18679,4536,34544,6563,2744,9307,43851,4,1,0,3,3,3,0,4,1,0,3,3,3,0,13,2,0,13,13,0,7,1,0,7,7,0,1.68036464227402,1.69749113377593,1.49870351235611,1.49870351235611,1.73626037455645,1.81108406030155
"SWF",2017,"Atlantic",0,Mar 2011,2011,2.14,447,1279.28333333333,4683,7971,17801,4017,34472,5399,3392,8791,43263,17,0,0,15,14,0,0,15,0,0,15,14,0,0,24,5,1,23,16,274503.339783797,1,1,0,1,1,0,0,3.48984580974223,3.99017861574248,3.55618203073821,0,2.49480249480249
"SWF",2018,"Atlantic",0,Mar 2011,2011,2.1,276,877.083333333333,6320,7387,17534,3524,34765,5430,2834,8264,43029,20,1,0,12,12,24,60675.2966354577,13,0,0,12,12,0,0,13,4,1,13,12,566483.985483557,2,1,1,2,2,566483.985483557,3.72477178541065,3.04530230094444,4.8193857025302,3.34123490083447,2.04075037445749,1.12174040165927
"SWF",2019,"Atlantic",0,Mar 2011,2011,1.96,271,863.15,4647,6656,17154,3682,32139,5093,3006,8099,40238,11,0,0,9,9,0,0,10,0,0,9,9,0,0,7,0,0,7,7,0,0,0,0,0,0,0,2.3525326852334,1.38228169251285,1.70843947302792,1.38228169251285,3.36467916155631,0
"SWF",2020,"Atlantic",0,Mar 2011,2011,1.9072,340,1105.98333333333,2675,3799,11828,2704,21006,5239,2762,8001,29007,11,0,0,10,9,0,0,10,0,0,10,9,0,0,24,8,3,24,18,207711.371482459,2,2,1,2,0,201133.354231997,2.35464865144494,1.45045038590629,0.981756141423733,0.582930027748239,2.98389105187132,5.78805217669654
"SWF",2021,"Atlantic",0,Mar 2011,2011,1.96,139,446.416666666667,2269,3250,15551,2629,23699,5491,2985,8476,32175,9,2,1,7,7,49,0,9,2,1,7,7,49,0,12,2,0,12,10,0,0,0,0,0,0,0,7.22110441821644,11.8209557737873,11.8209557737873,11.8209557737873,3.45758967274937,0
"TUL",2005,"Central",1,NA,NA,NA,NA,NA,33603,31369,39069,14426,118467,20067,15883,35950,154417,19,4,4,10,7,0,0,11,1,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.42475999513943,6.38192121152736,9.42475999513943,6.38192121152736,0,0
"TUL",2006,"Central",1,NA,NA,NA,NA,NA,34355,32597,36997,9337,113286,13372,12318,25690,138976,26,2,2,19,14,2,0,20,1,1,17,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6830059524915,3.27629386470505,3.6830059524915,3.27629386470505,0,0
"TUL",2007,"Central",1,NA,NA,NA,NA,NA,32120,37234,34533,9572,113459,14349,11989,26338,139797,44,0,0,33,28,0,0,36,0,0,33,28,0,0,2,2,2,2,2,19698.3727092596,0,0,0,0,0,0,2.82480390029132,1.84982308055435,2.83079215741256,1.84982308055435,2.69306224362404,0
"TUL",2008,"Central",1,NA,NA,NA,NA,NA,29925,36877,28090,10285,105177,10494,12086,22580,127757,16,5,4,7,7,24,1061.68894042877,7,0,0,7,7,0,0,1,0,0,1,1,0,1,0,0,1,1,0,8.03805423582486,0.878810730851096,8.50558132444867,0.924695004137843,0.557620817843866,0.557620817843866
"TUL",2009,"Central",1,NA,NA,NA,NA,NA,27650,29987,24650,9893,92180,12485,11915,24400,116580,25,1,0,12,12,1,0,9,0,0,7,7,0,0,4,2,1,4,4,33958.2636579691,4,2,1,4,4,33958.2636579691,4.66622717889207,1.9951478839689,5.2727568832836,2.49280626509061,0.875416526445044,0.875416526445044
"TUL",2010,"Central",1,NA,NA,NA,NA,NA,30000,26510,24012,10700,91222,8427,11817,20244,111466,6,1,1,3,3,0,0,1,0,0,1,1,0,0,4,1,0,4,3,0,2,1,0,2,1,0,3.16508092213189,1.40438823475578,4.3636495499993,0.402095771902035,1.36722798033078,1.90553446618266
"TUL",2011,"Central",1,NA,NA,NA,NA,NA,31728,23899,23505,9423,88555,7141,10858,17999,106554,10,2,1,8,8,87,7953678.94845577,7,1,1,7,7,85,7953678.94845577,3,3,2,3,3,5723363.39713,2,2,1,2,2,40414.4130108616,10.3169977913852,11.7049510433549,11.2791983501506,15.0153302094448,7.10966259550048,0.118623962040332
"TUL",2012,"Central",1,NA,NA,NA,NA,NA,29302,25129,23678,9601,87710,5404,6766,12170,99880,24,3,3,13,11,1,796.330720395277,8,2,2,7,6,1,796.330720395277,0,0,0,0,0,0,0,0,0,0,0,0,4.62737546560292,5.13154158420172,4.62737546560292,5.13154158420172,0,0
"TUL",2013,"Central",1,NA,NA,NA,NA,NA,27935,24190,22738,8639,83502,4370,7695,12065,95567,33,5,0,19,17,3,14061.4541793454,15,2,0,11,9,1,13734.4436170351,7,3,3,7,6,254304.341928523,6,3,3,6,5,254304.341928523,3.99470516836299,2.01897551791105,4.23482812566578,2.05561223731798,2.86269694107842,1.92738371939375
"TUL",2014,"Central",1,NA,NA,NA,NA,NA,27849,23831,23788,10377,85845,2913,6440,9353,95198,53,7,4,26,26,85,168758.121725967,21,2,1,15,15,0,0,5,1,1,5,5,787.795350848907,2,0,0,2,2,0,4.75168085740642,2.18896307426305,4.01720945574528,2.30427583542939,12.5370777150145,0.978179082016554
